title,release_date_clean,critic_score_scaled,audience_score_scaled
The Fox and the Hound,1981-07-10,7.5,7.8
Endless Love,1981-07-17,2.6,5.1
Blow Out,1981-07-24,8.9,8.1
Eye of the Needle,1981-07-24,8.5,7.5
Wolfen,1981-07-24,7.7,4.7
Under the Rainbow,1981-07-31,0.0,4.8
Student Bodies,1981-08-07,3.3,5.2
Deadly Blessing,1981-08-14,3.8,2.8
An American Werewolf in London,1981-04-21,8.9,8.5
Prince of the City,1981-08-21,9.2,8.2
Continental Divide,1981-10-18,7.3,5.4
Das Boot,1981-09-17,9.8,9.6
The French Lieutenant's Woman,1981-09-18,8.3,6.7
Mommie Dearest,1981-09-18,4.8,7.2
Zoot Suit,1982-01-01,5.5,7.4
My Dinner With Andre,1981-10-11,9.2,8.5
The Evil Dead,1981-10-15,8.6,8.4
The Evil Dead,1981-10-15,8.6,8.4
Looker,1981-10-30,3.2,4.0
Shock Treatment,1981-10-31,4.3,6.2
Time Bandits,1981-11-13,9.1,7.7
Ragtime,1981-11-20,8.4,7.6
Whose Life Is It Anyway?,1981-12-02,7.0,7.9
On Golden Pond,1982-01-22,9.1,8.7
Reds,1981-12-04,9.0,8.2
Rollover,1981-12-11,7.0,3.3
Absence of Malice,1982-12-18,8.1,6.3
Ghost Story,1981-12-18,2.9,4.5
Sharky's Machine,1981-12-18,8.3,6.3
Chariots of Fire,1981-09-26,8.3,8.0
Taps,1981-12-09,6.8,6.7
E.T. the Extra-Terrestrial,1982-06-11,9.9,7.2
Tootsie,1982-12-17,9.1,8.1
Rocky III,1982-05-28,6.6,7.4
Star Trek II: The Wrath of Khan,1982-06-04,8.7,9.0
Poltergeist,1982-06-04,8.8,7.9
The Best Little Whorehouse in Texas,1982-07-23,4.8,6.8
Annie,1982-05-20,4.9,6.9
Shoot the Moon,1982-01-22,8.6,7.5
Vice Squad,1982-01-22,6.0,6.5
The Border,1982-01-29,6.5,5.2
Night Crossing,1982-02-05,8.0,6.6
Personal Best,1982-02-05,7.4,5.2
One From the Heart,1981-08-17,5.1,6.1
The Beast Within,1982-02-12,1.7,3.3
Cannery Row,1982-02-12,7.5,7.2
Quest for Fire,1981-02-12,8.8,7.5
Barbarosa,1982-02-19,10.0,7.2
Death Wish II,1982-02-19,3.3,4.4
Fitzcarraldo,1982-10-10,7.5,9.2
Deathtrap,1982-03-19,7.4,7.0
Victor/Victoria,1982-03-19,9.7,8.6
Silent Rage,1982-04-02,6.7,3.9
Some Kind of Hero,1982-04-02,5.0,3.3
Basket Case,1982-04-02,7.7,5.4
Chan Is Missing,1982-06-04,9.6,7.5
The Sword and the Sorcerer,1982-07-28,6.7,4.5
Next of Kin,1989-10-20,5.0,4.6
Diner,1982-04-02,9.2,7.7
Forbidden World,1982-05-07,6.0,3.0
Conan the Barbarian,1982-05-14,6.7,7.4
Annie,1982-05-20,4.9,6.9
Rocky III,1982-05-28,6.6,7.4
Poltergeist,1982-06-04,8.8,7.9
Star Trek II: The Wrath of Khan,1982-06-04,8.7,9.0
E.T. the Extra-Terrestrial,1982-06-11,9.9,7.2
Grease 2,1982-06-11,3.5,5.3
Author! Author!,1982-06-18,5.0,4.8
Blade Runner,1982-06-25,8.9,9.1
The Thing,2011-10-14,3.4,4.2
The Secret of NIMH,1982-07-30,9.3,8.5
Tron,1982-07-09,7.3,6.9
The Best Little Whorehouse in Texas,1982-07-23,4.8,6.8
The World According to Garp,1982-07-23,7.1,7.8
The World According to Garp,1982-07-23,7.1,7.8
Night Shift,1982-07-30,9.3,6.3
Tex,1982-07-30,8.5,6.5
Fast Times at Ridgemont High,1982-08-13,7.8,8.0
The Tempest,2010-12-10,3.1,2.7
Endangered Species,2021-05-28,1.9,1.8
"Yes, Giorgio",1982-09-24,3.3,3.7
My Favorite Year,1982-10-01,9.7,8.4
The Draughtsman's Contract,1983-02-19,9.7,8.5
The Plague Dogs,1982-10-21,6.7,9.0
The Plague Dogs,1982-10-21,6.7,9.0
Halloween III: Season of the Witch,1982-10-22,5.0,2.9
Q,1982-10-29,7.3,4.3
Creepshow,1982-11-12,6.6,6.9
Alone in the Dark,2005-01-28,0.1,1.1
Five Days One Summer,1982-11-12,2.5,3.3
White Dog,1982-07-07,9.4,7.3
The Last Unicorn,1982-11-19,7.7,8.6
The Last Unicorn,1982-11-19,7.7,8.6
Frances,1982-12-03,6.7,7.8
Gandhi,1982-11-30,8.9,9.2
The Verdict,1982-12-08,8.8,8.8
Sophie's Choice,1982-12-08,7.4,8.5
The Toy,1982-12-10,0.3,5.3
Honkytonk Man,1982-12-15,9.3,6.4
The Grey Fox,1983-03-18,10.0,7.8
The Grey Fox,1983-03-18,10.0,7.8
The Year of Living Dangerously,1982-01-21,8.8,7.7
The Year of Living Dangerously,1982-01-21,8.8,7.7
Best Friends,1982-12-17,6.2,3.0
The Dark Crystal,1982-12-17,7.8,8.1
Tootsie,1982-12-17,9.1,8.1
Trail of the Pink Panther,1982-12-17,2.3,3.2
Star Wars: Episode VI - Return of the Jedi,1983-05-25,8.2,9.4
Terms of Endearment,1983-11-23,8.2,8.3
Flashdance,1983-04-15,3.7,6.1
WarGames,1983-06-03,9.4,7.6
Octopussy,1983-06-10,4.2,4.7
Sudden Impact,1983-12-09,5.1,5.4
Mr. Mom,1983-07-22,7.6,5.7
The House on Sorority Row,1982-11-19,5.0,6.2
Videodrome,1983-01-28,8.3,8.0
Local Hero,1983-02-17,10.0,8.7
"Baby, It's You",1983-03-04,9.4,7.1
Curtains,1983-02-25,6.3,3.7
Tender Mercies,1983-03-04,8.2,8.1
The Black Stallion Returns,1983-03-25,2.0,7.2
The Black Stallion Returns,1983-03-25,2.0,7.2
Max Dugan Returns,1983-03-25,7.1,6.7
The Outsiders,1983-03-25,7.0,8.2
Monty Python's The Meaning of Life,1983-04-01,8.6,8.3
Heart Like a Wheel,1983-09-15,10.0,8.2
Flashdance,1983-04-15,3.7,6.1
Lone Wolf McQuade,1983-04-15,5.7,6.7
The Hunger,1983-04-29,5.9,6.6
Valley Girl,1983-04-08,8.4,7.1
Cheech & Chong Still Smokin',1983-05-06,1.0,6.5
Blue Thunder,1983-05-13,7.8,5.3
Nostalghia,1984-01-08,8.8,9.0
Star Wars: Episode VI - Return of the Jedi,1983-05-25,8.2,9.4
The Man With Two Brains,1983-11-18,7.9,6.4
WarGames,1983-06-03,9.4,7.6
Octopussy,1983-06-10,4.2,4.7
The Survivors,1983-06-22,0.9,4.4
Yellowbeard,1983-06-24,2.2,6.3
Class,1983-07-22,2.9,4.9
Zelig,1983-07-15,9.7,8.8
Mr. Mom,1983-07-22,7.6,5.7
Krull,1983-07-29,3.5,5.2
National Lampoon's Vacation,1983-07-29,9.4,8.5
The Star Chamber,1983-08-05,7.7,4.2
Cujo,1983-08-03,5.9,4.5
Curse of the Pink Panther,1983-08-12,2.9,2.3
The Man Who Wasn't There,2001-10-31,8.1,8.5
Smokey and the Bandit Part 3,1983-08-12,1.7,1.7
"Yor, the Hunter From the Future",1983-08-19,1.4,4.7
Daniel,1983-08-26,4.3,5.4
Hercules,1997-06-14,8.2,7.6
Strange Brew,1983-08-26,7.5,8.1
Heat and Dust,1983-08-24,7.9,5.9
Strange Invaders,1983-09-16,6.7,3.4
Vigilante,1983-01-12,2.0,6.9
Eddie and the Cruisers,1983-09-23,3.8,7.3
Pieces,1983-09-23,4.3,5.0
The Big Chill,1983-09-09,6.9,7.7
Never Cry Wolf,1983-10-14,10.0,8.4
All the Right Moves,1983-09-23,6.1,3.9
The Dead Zone,1983-10-21,8.9,7.7
The Right Stuff,1983-09-09,9.6,9.0
The Right Stuff,1983-09-09,9.6,9.0
Rumble Fish,1983-10-21,7.6,8.0
Under Fire,1983-10-21,9.1,7.0
Educating Rita,1983-09-21,8.2,8.1
National Lampoon's Movie Madness,1982-04-23,0.0,1.9
Deal of the Century,1983-11-04,1.0,1.8
Testament,1983-11-04,8.9,7.4
Star 80,1983-11-10,8.1,7.0
Amityville: The Demon,1983-11-18,1.4,1.8
Nate and Hayes,1983-11-18,0.0,5.9
Sleepaway Camp,1983-11-18,8.1,6.1
The Dresser,1983-12-06,10.0,8.6
Scarface,1983-12-09,7.9,9.3
Sudden Impact,1983-12-09,5.1,5.4
Terms of Endearment,1983-11-23,8.2,8.3
Yentl,1983-12-09,6.9,7.5
Silkwood,1983-12-14,7.6,7.8
D.C. Cab,1983-12-16,1.8,5.2
"Reuben, Reuben",1983-12-19,10.0,7.8
The Keep,1983-12-16,3.9,4.3
The Rescuers,1977-06-22,7.9,6.8
The Man Who Loved Women,1977-04-27,8.2,8.5
Ghostbusters,1984-06-08,9.5,8.8
Beverly Hills Cop,1984-12-05,8.2,8.2
Indiana Jones and the Temple of Doom,1984-05-23,7.7,8.2
Gremlins,1984-06-08,8.6,7.8
The Karate Kid,1984-06-22,9.0,8.2
Police Academy,1984-03-16,5.6,6.4
Footloose,1984-02-17,5.5,7.1
Romancing the Stone,1984-03-30,8.6,6.9
Star Trek III: The Search for Spock,1984-06-01,7.9,6.8
Splash,1984-03-09,9.1,6.2
Broadway Danny Rose,1984-01-27,10.0,8.4
The Lonely Guy,1984-01-27,5.0,4.7
El Norte,1983-01-01,9.2,8.2
Blame It on Rio,1984-02-17,0.7,4.0
Crackers,1984-02-17,0.0,3.4
Footloose,1984-02-17,5.5,7.1
Lassiter,1984-02-17,5.3,3.0
Against All Odds,1984-03-02,6.4,4.6
Harry and Son,1984-03-02,3.0,3.6
Repo Man,1984-03-02,9.8,7.8
Children of the Corn,2023-03-03,1.2,3.8
The Hotel New Hampshire,1984-03-09,7.1,5.0
Mike's Murder,1984-03-09,8.0,4.5
Pete's Dragon,1977-11-03,5.6,6.0
Splash,1984-03-09,9.1,6.2
Tank,1984-03-16,2.0,4.7
Police Academy,1984-03-16,5.6,6.4
Racing With the Moon,1984-03-23,6.0,6.1
"Greystoke: The Legend of Tarzan, Lord of the Apes",1984-03-30,7.3,6.0
Romancing the Stone,1984-03-30,8.6,6.9
Moscow on the Hudson,1984-03-30,7.3,5.9
Friday the 13th: The Final Chapter,1984-04-13,2.1,5.1
Swing Shift,1984-03-13,8.7,4.2
Breakin',1984-05-04,3.3,7.3
Sixteen Candles,1984-05-04,8.1,8.5
The Natural,1984-05-11,8.3,8.8
Indiana Jones and the Temple of Doom,1984-05-23,7.7,8.2
Star Trek III: The Search for Spock,1984-06-01,7.9,6.8
Streets of Fire,1984-06-01,7.0,7.0
Beat Street,1984-06-08,5.7,8.3
Ghostbusters,1984-06-08,9.5,8.8
Gremlins,1984-06-08,8.6,7.8
Under the Volcano,1984-06-13,7.4,7.1
The Karate Kid,1984-06-22,9.0,8.2
The Pope of Greenwich Village,1984-06-22,7.7,7.4
The Pope of Greenwich Village,1984-06-22,7.7,7.4
Conan the Destroyer,1984-06-29,2.6,3.8
The Muppets Take Manhattan,1984-07-13,8.5,7.6
The Muppets Take Manhattan,1984-07-13,8.5,7.6
The Neverending Story,1984-07-20,8.3,8.1
The Neverending Story,1984-07-20,8.3,8.1
Revenge of the Nerds,1984-07-20,7.1,7.3
Purple Rain,1984-07-27,7.2,7.8
The Bostonians,1984-08-02,8.1,3.7
The Philadelphia Experiment,1984-08-03,5.0,4.0
Cloak and Dagger,1984-07-13,6.7,5.6
Red Dawn,1984-08-10,5.0,6.5
The Adventures of Buckaroo Banzai Across the Eighth Dimension,1984-08-15,6.6,6.9
The Woman in Red,1984-08-15,3.2,3.9
Love Streams,1984-08-24,10.0,8.8
C.H.U.D.,1984-08-31,2.9,3.3
A Soldier's Story,1984-09-14,9.0,8.2
Amadeus,1984-11-13,8.9,9.5
Places in the Heart,1984-09-21,8.9,8.3
The Wild Life,2016-09-09,1.7,2.9
Teachers,1984-10-05,6.1,4.6
Garbo Talks,1984-10-12,5.7,5.0
Songwriter,1984-10-14,8.9,4.5
Crimes of Passion,1984-10-19,5.0,6.1
The Little Drummer Girl,1984-10-19,5.6,6.0
The Little Drummer Girl,1984-10-19,5.6,6.0
Stop Making Sense,1984-10-18,10.0,9.7
American Dreamer,1984-10-26,1.7,8.3
Body Double,1984-10-26,7.8,6.5
The Terminator,1984-10-26,10.0,8.9
The Terminator,1984-10-26,10.0,8.9
The Times of Harvey Milk,1984-09-20,9.6,9.4
The Times of Harvey Milk,1984-09-20,9.6,9.4
The Killing Fields,1984-11-02,9.3,9.1
The Killing Fields,1984-11-02,9.3,9.1
A Nightmare on Elm Street,1984-11-09,9.5,8.4
Oh God! You Devil,1984-11-09,3.6,3.9
Night of the Comet,1984-11-16,7.9,5.8
Beverly Hills Cop,1984-12-05,8.2,8.2
The Cotton Club,1984-12-14,7.4,5.7
A Passage to India,1985-01-25,7.6,7.9
Starman,1984-12-14,8.6,7.0
Birdy,1984-12-14,8.4,8.3
Micki & Maude,1984-12-21,7.0,4.3
Pinocchio,2002-12-25,0.0,3.3
Back to the Future,1985-07-03,9.3,9.5
Rambo: First Blood Part II,1985-05-24,3.3,6.0
The Color Purple,2023-12-25,8.2,9.5
The Color Purple,1985-12-18,7.3,9.4
Out of Africa,1985-12-18,6.2,8.2
Cocoon,1985-06-21,8.2,6.0
The Goonies,1985-06-07,7.7,9.1
The Goonies,1985-06-07,7.7,9.1
Spies Like Us,1985-12-06,3.5,5.6
The Plague Dogs,1982-10-21,6.7,9.0
The Plague Dogs,1982-10-21,6.7,9.0
Tuff Turf,1985-01-11,1.7,5.9
Blood Simple,1984-07-07,9.4,8.8
The New Kids,1985-01-18,4.0,4.8
The New Kids,1985-01-18,4.0,4.8
The Falcon and the Snowman,1985-01-25,8.3,6.9
Heaven Help Us,1985-02-08,2.9,7.5
The Breakfast Club,1985-02-15,8.9,9.2
The Mean Season,1985-02-15,6.4,3.3
The Purple Rose of Cairo,1985-03-01,9.3,8.8
Ghoulies,1985-01-18,0.7,2.0
Mask,1985-03-08,9.3,8.3
Lost in America,1985-02-08,9.5,7.7
Friday the 13th -- A New Beginning,1985-03-22,1.8,2.6
The Last Dragon,1985-03-22,6.1,8.6
The Secret of the Sword,1985-03-29,6.0,7.9
The Care Bears Movie,1985-03-29,4.3,5.8
Ladyhawke,1985-08-12,6.7,7.4
Code of Silence,1985-05-03,6.8,5.1
Gymkata,1985-05-03,1.7,4.0
Private Resort,1985-05-03,1.4,4.0
Rustlers' Rhapsody,1985-05-10,1.7,8.4
Rambo: First Blood Part II,1985-05-24,3.3,6.0
Fletch,1985-05-31,7.9,8.1
The Goonies,1985-06-07,7.7,9.1
The Goonies,1985-06-07,7.7,9.1
Prizzi's Honor,1985-06-14,8.5,6.2
Cocoon,1985-06-21,8.2,6.0
Pale Rider,1985-06-28,9.3,8.3
St. Elmo's Fire,1985-06-28,4.2,6.7
Back to the Future,1985-07-03,9.3,9.5
Mad Max Beyond Thunderdome,1985-07-01,7.9,4.9
Silverado,1985-07-10,7.8,8.0
Explorers,1985-07-12,7.2,6.6
E.T. the Extra-Terrestrial,1982-06-11,9.9,7.2
The Legend of Billie Jean,1985-07-19,3.9,7.5
The Legend of Billie Jean,1985-07-19,3.9,7.5
The Man With One Red Shoe,1985-07-19,4.7,4.0
Kiss of the Spider Woman,1985-06-29,8.6,8.1
National Lampoon's European Vacation,1985-07-26,3.7,4.9
Real Genius,1985-08-07,7.7,8.3
Pee-wee's Big Adventure,1985-07-19,8.8,7.9
Summer Rental,1985-08-09,1.7,5.2
American Flyers,1985-08-16,7.0,8.9
The Bride,1985-08-16,2.7,3.3
The Return of the Living Dead,1985-08-16,9.1,7.9
Volunteers,1985-08-16,5.8,3.3
Teen Wolf,1985-08-23,4.6,5.2
American Ninja,1985-08-30,0.0,4.7
Gremlins,1984-06-08,8.6,7.8
Smooth Talk,1985-11-17,9.4,4.7
Creator,1985-09-20,3.8,7.5
Agnes of God,1985-09-13,4.4,5.9
The Journey of Natty Gann,1985-09-27,9.1,7.8
Jagged Edge,1985-10-04,8.1,5.9
Sweet Dreams,1985-10-02,9.0,8.1
Remo Williams: The Adventure Begins,1985-10-11,4.1,5.9
Re-Animator,1985-10-18,9.4,8.2
Twice in a Lifetime,1985-10-23,8.3,5.3
A Nightmare on Elm Street 2: Freddy's Revenge,1985-11-01,4.3,3.3
To Live and Die in L.A.,1985-11-01,8.8,7.9
The Official Story,1985-11-08,10.0,8.9
Transylvania 6-5000,1985-11-08,1.8,4.1
My Beautiful Laundrette,1986-03-07,9.8,7.4
Once Bitten,1985-11-15,1.0,3.9
Rainbow Brite and the Star Stealer,1985-11-15,0.0,8.0
Fever Pitch,2005-04-08,6.6,6.0
White Nights,1985-11-22,4.6,7.4
Young Sherlock Holmes,1985-12-06,6.8,6.3
Runaway Train,1986-01-17,8.3,7.6
Spies Like Us,1985-12-06,3.5,5.6
Clue,1985-12-13,7.1,8.6
Legend,1985-01-16,4.1,7.3
Trouble in Mind,1985-12-11,8.0,6.3
The Color Purple,2023-12-25,8.2,9.5
The Color Purple,1985-12-18,7.3,9.4
Out of Africa,1985-12-18,6.2,8.2
Murphy's Romance,1986-01-31,7.3,7.5
The Trip to Bountiful,1986-01-24,10.0,8.6
The Trip to Bountiful,1986-01-24,10.0,8.6
Top Gun,1986-05-16,5.7,8.3
Crocodile Dundee,1986-09-26,8.9,5.9
Platoon,1986-12-19,8.9,9.3
Star Trek IV: The Voyage Home,1986-11-26,8.2,8.1
Back to School,1986-06-13,8.7,6.8
Ruthless People,1986-06-27,9.3,7.2
Ferris Bueller's Day Off,1986-06-11,8.2,9.2
The Clan of the Cave Bear,1986-01-17,1.0,4.7
The Clan of the Cave Bear,1986-01-17,1.0,4.7
Iron Eagle,1986-01-17,2.0,5.6
Troll,1986-01-17,3.0,2.8
Hannah and Her Sisters,1986-02-07,9.1,9.0
The Delta Force,1986-02-14,1.5,4.9
Wildcats,1986-02-14,2.6,5.0
The Hitcher,2007-01-19,1.9,5.2
Pretty in Pink,1986-02-01,7.5,8.1
Salvador,1986-04-23,9.0,8.5
Highlander,1986-03-07,7.0,7.9
Nomads,1986-01-17,3.6,3.7
Rad,1986-03-21,4.2,9.0
Lucas,1986-03-28,7.3,7.0
Absolute Beginners,1986-04-18,7.0,3.8
At Close Range,1986-04-18,8.6,7.8
Desert Bloom,1986-01-22,6.9,6.9
Blue City,1986-05-02,0.0,2.5
"Jo Jo Dancer, Your Life Is Calling",1986-05-02,5.0,7.9
No Retreat No Surrender,1986-05-02,8.0,5.3
Dangerously Close,1986-05-09,1.0,4.5
Sweet Liberty,1986-05-14,7.6,3.7
Top Gun,1986-05-16,5.7,8.3
Poltergeist II,1986-05-23,2.0,3.5
Big Trouble,1986-05-30,1.4,2.5
Ferris Bueller's Day Off,1986-06-11,8.2,9.2
Back to School,1986-06-13,8.7,6.8
Mona Lisa,1986-06-13,9.8,8.1
Legal Eagles,1986-06-20,4.4,3.2
Labyrinth,1986-06-27,7.7,8.6
Ruthless People,1986-06-27,9.3,7.2
About Last Night ...,1986-07-02,6.3,6.0
Big Trouble in Little China,1986-05-30,7.4,8.2
The Great Mouse Detective,1986-07-02,7.7,7.9
Under the Cherry Moon,1986-07-02,3.6,6.7
Club Paradise,1996-07-11,1.1,3.6
Vamp,1986-07-18,4.0,4.9
Maximum Overdrive,1986-07-25,1.4,5.0
Flight of the Navigator,1986-07-30,8.4,7.5
One Crazy Summer,1986-08-08,4.5,6.3
Transformers,2007-07-03,5.7,8.5
Extremities,1986-08-22,4.0,6.4
Night of the Creeps,1986-08-22,7.3,7.0
Blue Velvet,1986-09-19,9.5,8.8
Crocodile Dundee,1986-09-26,8.9,5.9
Children of a Lesser God,1986-10-03,8.1,7.8
Round Midnight,1986-09-12,10.0,8.9
The Color of Money,1986-10-17,8.8,7.3
Jumpin' Jack Flash,1986-10-10,3.0,5.8
Peggy Sue Got Married,1986-10-10,8.7,5.5
That's Life!,1986-10-10,5.3,5.2
Soul Man,1986-10-24,1.7,3.5
52 Pick-Up,1986-11-07,5.3,4.7
Something Wild,1986-11-07,9.1,6.9
Tai-Pan,1986-11-07,1.4,3.9
Hoosiers,1986-11-14,9.1,8.8
Firewalker,1986-11-21,0.8,3.2
The Wraith,1986-11-21,3.3,6.1
The Mosquito Coast,1986-11-26,7.7,6.1
The Mosquito Coast,1986-11-26,7.7,6.1
Star Trek IV: The Voyage Home,1986-11-26,8.2,8.1
Heartbreak Ridge,1986-12-05,6.8,7.4
Crimes of the Heart,1986-12-12,8.2,6.4
Little Shop of Horrors,1986-12-19,9.1,7.9
Platoon,1986-12-19,8.9,9.3
Brighton Beach Memoirs,1986-12-25,7.1,7.9
The Morning After,1986-12-25,6.3,3.8
Witchboard,1986-12-31,5.0,4.1
"Good Morning, Vietnam",1987-12-23,9.0,8.2
Moonstruck,1987-12-18,8.9,8.0
The Untouchables,1987-06-03,8.3,8.9
Lethal Weapon,1987-03-06,8.0,8.6
The Witches of Eastwick,1987-06-12,6.7,6.2
The Witches of Eastwick,1987-06-12,6.7,6.2
The Kindred,2022-01-07,6.7,3.6
The Stepfather,1987-01-23,8.9,6.5
Outrageous Fortune,1987-01-30,5.8,6.0
Radio Days,1987-01-30,9.3,8.4
From the Hip,1987-02-06,3.0,6.0
Light of Day,1987-02-06,5.3,5.4
A Nightmare on Elm Street 3: Dream Warriors,1987-02-27,6.7,6.8
Lethal Weapon,1987-03-06,8.0,8.6
Tin Men,1987-03-06,7.8,6.4
Raising Arizona,1987-03-01,9.1,8.5
Hollywood Shuffle,1987-03-20,8.8,8.0
Street Smart,1987-03-20,6.7,4.5
Wild Thing,1987-04-17,3.3,5.8
Malone,1987-05-01,2.9,3.6
The Gate,1987-05-15,3.6,4.5
Ishtar,1987-05-15,4.1,3.9
The Chipmunk Adventure,1987-05-22,7.5,8.7
Harry and the Hendersons,1987-06-05,4.5,5.4
The Untouchables,1987-06-03,8.3,8.9
Predator,1987-06-12,8.0,8.7
The Witches of Eastwick,1987-06-12,6.7,6.2
The Witches of Eastwick,1987-06-12,6.7,6.2
Benji the Hunted,1987-06-04,5.5,6.1
Roxanne,1987-06-19,8.8,6.3
Spaceballs,1987-06-04,5.2,8.3
Straight to Hell,1987-06-26,3.0,5.8
Innerspace,1987-07-01,8.2,6.5
Full Metal Jacket,1987-06-01,9.0,9.4
Jaws the Revenge,1987-07-17,0.2,1.5
RoboCop,2014-02-12,4.9,4.9
La Bamba,1987-07-24,8.3,7.8
The Living Daylights,1987-07-31,7.3,6.6
The Lost Boys,1987-07-31,7.7,8.5
The Spirit,2008-12-25,1.4,2.5
Back to the Beach,1987-08-07,7.8,6.3
Masters of the Universe,1987-08-07,2.1,4.1
The Monster Squad,1987-08-14,5.6,7.8
Dirty Dancing,1987-08-25,7.2,9.0
The Garbage Pail Kids Movie,1987-08-22,0.0,2.7
Hamburger Hill,1987-08-28,10.0,7.2
Matewan,1987-08-28,9.4,9.3
Hellraiser,1987-09-18,7.0,7.3
Maurice,1987-09-18,8.2,8.7
Orphans,1998-03-10,4.7,7.7
The Pick-Up Artist,1987-09-11,5.8,3.7
Best Seller,1987-09-25,6.9,5.4
The Princess Bride,1987-10-01,9.6,9.4
The Princess Bride,1987-10-01,9.6,9.4
Someone to Watch Over Me,1987-10-09,6.5,4.1
House of Games,1987-10-11,9.7,7.9
Hope and Glory,1987-10-09,9.6,8.2
The Whales of August,1987-10-16,6.4,6.7
No Man's Land,2001-12-21,9.3,9.2
Prince of Darkness,1987-10-21,6.3,6.1
Baby Boom,1987-09-17,6.7,6.2
The Hidden,1987-10-30,7.6,7.2
Cry Freedom,1987-11-06,7.4,8.7
Death Wish 4: The Crackdown,1987-11-06,2.5,4.0
Hello Again,1987-11-06,1.0,4.9
Less Than Zero,1987-11-18,5.0,6.3
Russkies,1987-11-06,1.4,4.2
The Running Man,1987-11-13,6.7,6.1
The Running Man,1987-11-13,6.7,6.1
Date With an Angel,1987-11-15,1.1,5.8
The Last Emperor,1987-11-18,8.6,8.8
Nuts,1987-12-11,4.1,7.1
Housekeeping,1987-12-25,9.3,8.4
"Planes, Trains and Automobiles",1987-11-27,9.2,8.7
Throw Momma From the Train,1987-12-11,6.4,5.4
Wall Street,1987-12-11,7.9,8.1
The Dead,1987-12-17,9.4,7.7
The Dead,1987-12-17,9.4,7.7
Eddie Murphy Raw,1987-01-01,7.8,8.5
Ironweed,1987-12-18,6.0,5.9
Moonstruck,1987-12-18,8.9,8.0
Overboard,1987-12-16,4.6,7.4
The Lonely Passion of Judith Hearne,1987-12-23,10.0,7.7
The Lonely Passion of Judith Hearne,1987-12-23,10.0,7.7
Broadcast News,1987-12-16,9.8,7.9
Empire of the Sun,1987-12-09,7.7,9.0
"Good Morning, Vietnam",1987-12-23,9.0,8.2
Rain Man,1988-12-14,8.8,9.0
Who Framed Roger Rabbit,1988-06-21,9.6,8.5
Coming to America,1988-06-29,7.3,8.5
Big,1988-06-03,9.8,8.2
Die Hard,1988-07-15,9.4,9.4
The Naked Gun,1988-12-02,8.6,8.4
The Naked Gun,1988-12-02,8.6,8.4
Cocktail,1988-07-29,0.9,5.8
Beetlejuice,1988-03-30,8.6,8.2
The Couch Trip,1988-01-08,3.3,4.4
The Serpent and the Rainbow,1988-01-15,6.2,5.7
The Unbearable Lightness of Being,1988-02-05,8.7,8.4
The Unbearable Lightness of Being,1988-02-05,8.7,8.4
Satisfaction,1988-02-12,4.0,5.2
School Daze,1988-02-12,5.8,7.9
The In Crowd,2000-07-19,0.2,3.8
Alien From L.A.,1988-02-26,2.2,0.3
Hairspray,2007-07-20,9.2,8.4
Babette's Feast,1987-03-04,9.7,9.1
Pulse,2006-08-11,1.1,2.7
Masquerade,2021-07-30,1.3,2.9
Stand and Deliver,1988-03-11,9.0,7.9
The Milagro Beanfield War,1988-03-18,6.1,7.4
Johnny Be Good,1988-03-25,0.0,3.0
The Tracker,2004-01-16,8.8,8.6
Beetlejuice,1988-03-30,8.6,8.2
The Seventh Sign,1988-04-01,1.5,4.9
Above the Law,1988-04-08,5.0,4.8
Brain Damage,1988-04-22,6.7,6.4
The Moderns,1988-05-27,8.1,6.3
The Moderns,1988-05-27,8.1,6.3
Lady in White,1988-04-27,7.1,6.9
Permanent Record,1988-04-22,4.7,6.9
Powaqqatsi,1988-05-03,5.6,8.1
Sunset,1988-04-29,2.1,2.9
The House on Carroll Street,1988-03-04,7.1,2.7
Dead Heat,1988-05-06,1.1,4.8
Salsa,1988-05-06,2.0,7.9
Wings of Desire,1987-01-01,9.5,9.3
Maniac Cop,1988-05-13,5.6,4.1
Aria,1987-07-14,5.7,4.7
Willow,1988-05-20,5.3,8.0
Rambo III,1988-05-25,4.1,4.5
Killer Klowns From Outer Space,1988-05-27,7.8,6.0
Big,1988-06-03,9.8,8.2
Big Business,1988-06-10,5.2,6.9
Bull Durham,1988-06-15,9.7,8.2
Who Framed Roger Rabbit,1988-06-21,9.6,8.5
Coming to America,1988-06-29,7.3,8.5
Arthur 2: On the Rocks,1988-07-08,1.3,3.0
Phantasm II,1988-07-08,3.3,5.7
Die Hard,1988-07-15,9.4,9.4
A Fish Called Wanda,1988-07-15,9.6,8.4
Midnight Run,1988-07-11,9.5,8.7
Big Top Pee-wee,1988-07-22,3.6,3.0
Caddyshack II,1988-07-22,0.4,1.7
Cocktail,1988-07-29,0.9,5.8
Monkey Shines,1988-07-29,5.3,4.1
Clean and Sober,1988-08-10,5.3,6.2
The Last Temptation of Christ,1988-08-12,8.2,8.4
Mac and Me,1988-08-12,0.7,3.8
Tucker: The Man and His Dream,1988-08-12,8.1,6.8
Young Guns,1988-08-12,4.3,7.6
Married to the Mob,1988-08-19,8.8,4.9
A Nightmare on Elm Street 4: The Dream Master,1988-08-19,5.7,4.3
Crossing Delancey,1988-09-16,8.0,7.7
The Thin Blue Line,1988-08-25,10.0,9.0
Hot to Trot,1988-08-26,0.0,4.0
